,uriOrg,labelOrg,typesOrg,orgMainType,tot_members_number
847,http://www.wikidata.org/entity/Q12597702,Paiwha Girls' High School,girls' high school | private school,educational institution,1
846,http://www.wikidata.org/entity/Q12593287,Dongduk Girls' High School,girls' high school | private school,educational institution,1
845,http://www.wikidata.org/entity/Q125918786,Provincial Administrative Court in Łódź,voivodeship administrative court,not classified organisation,1
844,http://www.wikidata.org/entity/Q12591610,Daea High School,high school,educational institution,1
843,http://www.wikidata.org/entity/Q12588956,Gimcheon High School,high school,educational institution,1
5606,http://www.wikidata.org/entity/Q745609,Free University of Brussels,wikimedia disambiguation page,not classified organisation,1
836,http://www.wikidata.org/entity/Q12583572,Gyeongnam Technical High School,high school,educational institution,1
835,http://www.wikidata.org/entity/Q12583554,Kyunggi Girls' High School,girls' high school,educational institution,1
834,http://www.wikidata.org/entity/Q12583239,Gaesung High School,high school,educational institution,1
833,http://www.wikidata.org/entity/Q1257946,Tallinn University,open-access publisher | public university,public university,1
832,http://www.wikidata.org/entity/Q1257671,"Institute of Public Affairs, Poland",nonprofit organization | think tank,scientific organisation,1
830,http://www.wikidata.org/entity/Q125697225,Q125697225,government agency,company or gov. agency,1
829,http://www.wikidata.org/entity/Q1256922,Worcester Academy,school | university campus,university,1
827,http://www.wikidata.org/entity/Q1252428,"Central American University, Managua",former entity,not classified organisation,1
824,http://www.wikidata.org/entity/Q12523351,Universitas Islam Sultan Agung,open-access publisher | private university | university,private university,1
822,http://www.wikidata.org/entity/Q12523313,Universitas Darma Agung,private university | university,private university,1
5605,http://www.wikidata.org/entity/Q7455908,Servite High School,high school,educational institution,1
5604,http://www.wikidata.org/entity/Q7454179,Sergio Arboleda University,open-access publisher | university,university,1
5602,http://www.wikidata.org/entity/Q7451661,Seoul Girls' High School,girls' high school | high school in south korea,educational institution,1
5601,http://www.wikidata.org/entity/Q7449519,Seminole High School,high school,educational institution,1
5600,http://www.wikidata.org/entity/Q7447600,Selden Society,historical society | text publication society,learned society,1
5637,http://www.wikidata.org/entity/Q7505439,Shurtleff College,college,educational institution,1
5634,http://www.wikidata.org/entity/Q7499151,Shitennoji University,private university,private university,1
5633,http://www.wikidata.org/entity/Q7498315,Shiraume Gakuen Junior College,college | educational institution,educational institution,1
5632,http://www.wikidata.org/entity/Q7498066,Shippensburg University of Pennsylvania,public educational institution of the united states | university,university,1
5628,http://www.wikidata.org/entity/Q7491546,Shawnee Mission Northwest High School,high school,educational institution,1
5627,http://www.wikidata.org/entity/Q7490511,Sharyland High School,high school,educational institution,1
5626,http://www.wikidata.org/entity/Q7489470,Shardlow Hall,school,educational institution,1
5624,http://www.wikidata.org/entity/Q748307,Lycée Charlemagne,educational facility,research facility,1
5620,http://www.wikidata.org/entity/Q74737,Sendai High Court,appellate court | high court of japan,not classified organisation,1
5618,http://www.wikidata.org/entity/Q747053,University of Hartford,private not-for-profit educational institution | university,university,1
5616,http://www.wikidata.org/entity/Q7462725,Shaker Heights High School,high school | public school,educational institution,1
5614,http://www.wikidata.org/entity/Q7460953,Shady Side Academy,independent school,educational institution,1
5612,http://www.wikidata.org/entity/Q7459149,Seymour College,school,educational institution,1
5610,http://www.wikidata.org/entity/Q7457315,Seven Lakes High School,high school,educational institution,1
5609,http://www.wikidata.org/entity/Q7457282,Seven Hills School,nonprofit organization | school,scientific organisation,1
5607,http://www.wikidata.org/entity/Q7456766,Seton-La Salle Catholic High School,catholic school | high school,educational institution,1
5644,http://www.wikidata.org/entity/Q752,Groningen,province of the netherlands,not classified organisation,1
5641,http://www.wikidata.org/entity/Q7515373,Silliman College,residential college | residential colleges of yale university,university,1
5639,http://www.wikidata.org/entity/Q7511074,Siena Heights University,private not-for-profit educational institution | university,university,1
5638,http://www.wikidata.org/entity/Q75094695,Hooghly Branch (Govt) School,boys' school | higher secondary school | urban school,educational institution,1
821,http://www.wikidata.org/entity/Q12523281,Universitas 17 Agustus 1945 Samarinda,university | university campus,university,1
820,http://www.wikidata.org/entity/Q1252062,Institut d'études politiques de Bordeaux,grande école | higher education institution | institut d'études politiques,public university,1
819,http://www.wikidata.org/entity/Q12510575,SMA Negeri 3 Padang,public school | sekolah menengah atas,educational institution,1
818,http://www.wikidata.org/entity/Q12510510,SMA Negeri 2 Makassar,public school | sekolah menengah atas,educational institution,1
817,http://www.wikidata.org/entity/Q12510348,SMA Negeri 1 Medan,public school | sekolah menengah atas,educational institution,1
816,http://www.wikidata.org/entity/Q12510325,SMA Negeri 1 Kupang,public school | sekolah menengah atas,educational institution,1
815,http://www.wikidata.org/entity/Q12510322,SMA Negeri 1 Solok,public school | sekolah menengah atas,educational institution,1
814,http://www.wikidata.org/entity/Q12510277,SMA Negeri 1 Bukittinggi,public school | sekolah menengah atas,educational institution,1
813,http://www.wikidata.org/entity/Q125102204,"Faculty of Law, The University of Tokyo",faculty,university,1
812,http://www.wikidata.org/entity/Q12501331,Q12501331,position | profession,not classified organisation,1
809,http://www.wikidata.org/entity/Q12490742,Ministry of Communication and Digital Affairs,ministry of communications | ministry of indonesia,not classified organisation,1
806,http://www.wikidata.org/entity/Q1248737,University of Guam,land-grant university | university,university,1
791,http://www.wikidata.org/entity/Q1244735,Q1244735,gymnasium in germany,educational institution,1
5669,http://www.wikidata.org/entity/Q7567926,South Mecklenburg High School,high school,educational institution,1
5668,http://www.wikidata.org/entity/Q7567460,South High School,high school,educational institution,1
5667,http://www.wikidata.org/entity/Q7567401,South Hadley High School,high school,educational institution,1
5666,http://www.wikidata.org/entity/Q7567200,South Eugene High School,high school,educational institution,1
5662,http://www.wikidata.org/entity/Q756504,Atlantik-Brücke,advocacy group | think tank,not classified organisation,1
5661,http://www.wikidata.org/entity/Q756361,UWC Atlantic College,independent school,educational institution,1
5660,http://www.wikidata.org/entity/Q7558100,Solihull School,charitable organization | independent school | school,educational institution,1
5658,http://www.wikidata.org/entity/Q7552374,Society of Antiquaries of Scotland,learned society | text publication society,learned society,1
5657,http://www.wikidata.org/entity/Q75478,New York University Tandon School of Engineering,faculty | organization | private not-for-profit educational institution | university,university,1
5656,http://www.wikidata.org/entity/Q7545086,Smith Center High School,high school,educational institution,1
5655,http://www.wikidata.org/entity/Q7538893,Slater and Gordon,law firm | public company,company or gov. agency,1
5653,http://www.wikidata.org/entity/Q7535073,Skidmore College,liberal arts college in the united states | private not-for-profit educational institution,educational institution,1
5652,http://www.wikidata.org/entity/Q7528953,Samuel Way,human | person,not classified organisation,1
5651,http://www.wikidata.org/entity/Q7528890,Sir Roger Manwood's School,academy school | boarding school | grammar school | secondary school,educational institution,1
5646,http://www.wikidata.org/entity/Q7521255,Simsbury High School,high school,educational institution,1
5679,http://www.wikidata.org/entity/Q7571292,Southwest High School,high school,educational institution,1
5676,http://www.wikidata.org/entity/Q7570184,Southern New England School of Law,academic institution,educational institution,1
5673,http://www.wikidata.org/entity/Q7568478,South Side High School,high school,educational institution,1
